LoanAmount,AnnualIncome,MonthlyNetSalary,InterestRate,NumberOfLoan,NumberOfDelayedPayment,OutstandingDebt,DebtToIncomeRatio,MonthsOfCreditHistory,PaymentOfMinimumAmount,MonthlyInstallmentAmount,AmountInvestedMonthly,MonthlyBalance,CreditScore
5432.54,83990.68,6776.22,18,5,19,4857.4,69.40,142,1,336.58,372.48,238.56,472
1581.29,16154.26,1506.19,7,3,17,1232.63,91.56,206,1,24.03,71.97,324.63,693
1573.36,16154.26,1506.19,7,3,20,1232.63,91.56,211,1,24.03,89.89,316.7,805
817.64,11100.59,1087.05,13,4,19,465.87,50.36,226,1,23.38,36.94,328.39,752
784.77,11100.59,1087.05,13,4,19,465.87,50.36,228,1,23.38,59.8,295.52,849
1755.26,20194.02,1553.84,14,3,20,1472.07,87.48,252,1,31.72,162.2,251.47,759
1846.2,20194.02,1553.84,14,3,23,1472.07,87.48,254,1,31.72,31.26,342.41,754
1772.68,21964843,1553.84,14,3,20,1472.07,0.08,255,1,31.72,144.78,268.89,666
40174.83,32777.51,2701.46,1,3,3,653.37,23.92,310,0,39126,99.71,395.46,651
1041.78,32777.51,2701.46,1,3,4,653.37,23.92,314,0,64.98,161.74,323.43,573
1695.67,43090.57,3787.88,8,1,10,1128.23,31.42,394,0,34.77,61.36,532.67,499
5040.85,9863.53,1038.96,29,8,20,4706.9,572.64,54,1,45.42,49.94,288.53,303
1237.33,47268.22,4058.02,19,5,8,914.7,23.22,176,1,194.68,373.17,127.95,732
3584.69,9276.99,741.08,25,5,20,3297.71,426.57,103,1,28.18,57.12,258.8,432
3590.65,9276.99,741.08,25,5,22,3297.71,426.57,105,1,28.18,71.17,264.76,485
3609.36,9276.99,741.08,25,5,22,3297.71,426.57,106,1,28.18,12.46,283.47,842
2684.75,48409.17,4021.1,12,4,22,2120.2,52.56,167,0,98.66,97.57,465.89,821
2680.83,48409.17,4021.1,12,4,19,2120.2,52.56,171,1,98.66,91.48,461.97,671
2064.92,20256.39,1971.03,21,7,19,1803.77,106.86,110,1,70.64,225.96,190.51,494
2065.81,20256.39,1971.03,21,7,17,1803.77,106.86,116,1,70.64,225.07,191.4,691
933.89,34225.79,2750.15,9,2,17,592.68,20.78,369,0,37.18,223.81,304.03,640
2537.58,18241.11,1582.09,13,2,11,2181.17,143.49,106,1,20.86,81.8,335.55,778
2544.4,18241.11,1582.09,13,2,13,2181.17,143.49,109,1,20.86,34.98,342.37,694
1418.09,44318.92,3491.24,8,0,9,1127.35,30.52,342,1,0,348.38,290.74,789
2872.78,61262.76,5054.23,20,5,25,2357.37,46.18,77,1,250.6,270.02,264.81,336
1713.01,105015.76,8719.31,9,4,20,715.37,8.17,314,1,344.21,124.29,653.43,671
1098.67,105015.76,8719.31,9,4,19,715.37,8.17,315,1,344.21,758.62,39.09,631
1429.44,105015.76,8719.31,9,4,20,715.37,8.17,317,0,344.21,437.86,369.86,824
1554.24,105015.76,8719.31,9,4,18,715.37,8.17,320,1,344.21,293.06,494.66,795
764.18,53320.98,4343.42,20,4,18,167.15,3.76,336,1,93.09,97.31,503.94,813
1192.53,14435.44,1376.7,20,4,17,799.07,66.43,200,1,86.3,80.69,307.16,667
1211.89,14435.44,1376.7,20,4,17,799.07,66.43,202,1,86.3,51.34,326.52,686
1203.1,14435.44,1376.7,20,4,19,799.07,66.43,204,0,86.3,30.13,317.73,659
1465.12,17132.91,1283.74,5,2,2,1107.05,77.54,259,0,15.4,60.3,342.67,547
2453.57,7314.68,319.56,29,7,24,2169.86,355.97,217,1,25.16,28.24,258.55,490
2464.21,7314.68,319.56,29,7,23,2169.86,355.97,224,1,25.16,0,269.19,359
2655.19,47557.02,3715.09,17,6,18,2213.85,55.86,80,1,122.88,200.17,318.46,387
2685.47,47557.02,3715.09,17,6,15,2213.85,55.86,83,1,122.88,149.89,348.74,453
2552.13,47557.02,3715.09,17,6,16,2213.85,55.86,86,1,122.88,313.23,215.4,484
2746.79,36401.36,3231.45,33,6,14,2301.93,75.88,159,1,129.34,128.29,315.52,330
2808.35,36401.36,3231.45,33,6,10,2301.93,75.88,161,1,129.34,76.73,377.08,328
2832.55,36401.36,3231.45,33,6,12,2301.93,75.88,163,1,129.34,42.53,401.28,404
2111.31,33518.12,2879.18,23,7,14,1743.43,62.42,218,1,165.64,210.03,202.24,517
2180.82,33518.12,2879.18,23,7,12,1743.43,62.42,220,1,165.64,110.53,271.75,435
2248.02,33518.12,2879.18,23,7,12,1743.43,62.42,222,1,165.64,23.32,338.95,368
2088.15,56274.24,4518.52,26,4,17,1611.31,34.36,129,1,152.83,265.01,324.01,392
2177.48,57742.86,4699.91,31,7,22,1758.91,36.55,145,1,291.64,311.42,126.93,420
2134.97,57742.86,4699.91,31,7,23,1758.91,36.55,149,1,291.64,363.93,84.42,441
1037.63,25971.13,1912.26,2,4,9,771.67,35.66,185,0,52.87,215.27,213.09,569
557.67,34039.54,2728.63,17,4,14,197.39,6.96,276,1,83.75,172.59,276.53,630
587.03,34039.54,2728.63,17,4,14,197.39,6.96,277,0,83.75,153.23,305.89,810
2861.4,28694.16,2544.18,15,8,19,2481.83,103.79,62,1,123.7,154.84,255.87,393
2901.93,28694.16,2544.18,15,8,19,2481.83,103.79,66,0,123.7,104.32,296.4,310
2936.05,28694.16,2544.18,15,8,22,2481.83,103.79,68,1,123.7,80.19,330.52,378
1308.81,66489.74,5575.81,17,3,8,819.57,14.79,371,0,118.33,338.34,370.91,660
1853.42,7169.59,867.47,33,5,14,1552.66,259.87,148,1,18.76,45.98,282,472
1524.4,82988.08,7100.67,10,3,20,1036.93,14.99,218,1,182.42,502.59,305.05,778
1585.05,82988.08,7100.67,10,3,19,1036.93,14.99,222,1,182.42,451.94,365.7,778
1780.97,82988.08,7100.67,10,3,16,1036.93,14.99,223,1,182.42,216.02,561.62,846
1744.1,82988.08,7100.67,10,3,17,1036.93,14.99,224,0,182.42,262.89,524.75,722
2004.15,70618.62,5775.88,15,5,10,1311.97,22.29,129,0,267.86,125.4,424.32,731
2061.15,70618.62,5775.88,15,5,10,1311.97,22.29,130,1,267.86,78.41,481.32,411
1964.24,70618.62,5775.88,15,5,10,1311.97,22.29,132,1,267.86,205.31,384.41,339
727.95,98436.6,8079.05,10,0,13,329.72,4.02,246,0,0,689.67,398.23,579
1057.91,98436.6,8079.05,10,0,15,329.72,4.02,249,0,0,359.72,728.19,560
682.48,98436.6,8079.05,10,0,15,329.72,4.02,251,0,0,725.14,352.76,718
1140.62,98436.6,8079.05,10,0,16,329.72,4.02,252,0,0,247.01,810.9,607
52701.65,19019.1,1637.93,8,4,15,878.69,55.44,210,0,51563,144.99,259.96,568
3073.02,38158.8,2992.9,30,8,16,2678.85,84.24,73,1,248.44,165.12,145.73,411
642.56,63539.66,5032.97,19,4,8,173.85,3.28,227,1,206.87,294.59,261.84,761
741.18,63539.66,5032.97,19,4,8,173.85,3.28,228,1,206.87,185.97,360.46,664
728.02,63539.66,5032.97,19,4,5,173.85,3.28,229,1,206.87,199.13,347.3,636
2205.67,120644.88,10043.74,7,4,10,1437.99,14.30,212,0,257.9,496.7,509.78,348
2209.9,120644.88,10043.74,7,4,7,1437.99,14.30,217,0,257.9,522.46,514.01,314
1330.25,129982.41,10653.87,12,4,4,395.78,3.65,348,0,278.04,380.91,656.43,770
3027.1,22291103,926.47,14,6,10,2685.31,0.14,171,1,33.64,30.86,308.15,778
3017.89,8213.68,926.47,14,6,10,2685.31,392.32,173,1,33.64,40.06,298.94,847
4015.47,64688.84,5654.74,30,7,16,3552.52,65.90,132,1,221.64,362.52,241.31,679
1645.85,71814.28,5976.52,10,0,15,1434.97,23.98,398,0,0,676.77,210.88,556
2114.31,71814.28,5976.52,10,0,13,1434.97,23.98,399,0,0,168.32,679.34,814
3082.92,38117.06,3245.42,34,6,19,2639.35,83.09,95,1,143.51,140.97,300.06,503
866.37,30549.55,2467.8,10,2,9,423.22,16.62,227,0,46.88,63.63,396.27,459
1592.14,101203,8675.58,6,4,13,598.94,7.10,292,0,278.91,124.36,714.29,850
765.55,35006.57,3203.21,10,4,16,246.13,8.44,189,1,76.98,40.9,442.44,719
554.62,35006.57,3203.21,10,4,14,246.13,8.44,194,1,76.98,291.83,231.51,700
715.34,35006.57,3203.21,10,4,11,246.13,8.44,196,1,76.98,101.11,392.23,776
473.74,41617.68,3350.14,2,4,12,201.05,5.80,358,0,94.46,342.32,178.23,669
747.29,41617.68,3350.14,2,4,9,201.05,5.80,359,0,94.46,38.77,451.78,832
732.54,99657.51,8164.79,8,4,17,113.12,1.36,322,1,307.53,487.06,311.89,375
684.53,99657.51,8164.79,8,4,17,113.12,1.36,324,1,307.53,525.07,263.88,340
714.52,63068.88,5406.74,11,3,7,348.96,6.64,251,0,97.06,445.12,268.5,791
971.54,63068.88,5406.74,11,3,7,348.96,6.64,253,0,97.06,178.09,525.52,469
2880.48,19582.95,1411.91,31,6,21,2556.35,156.65,143,1,70.55,107.07,253.58,494
2920.55,19582.95,1411.91,31,6,19,2556.35,156.65,147,1,70.55,57,293.65,395
852.7,57080.22,4598.69,3,3,9,553.43,11.63,273,0,116.53,450.59,182.74,570
1128.53,57080.22,4598.69,3,3,9,553.43,11.63,276,0,116.53,134.76,458.57,561
744.06,37367.34,3303.95,10,3,1,452.85,14.54,391,0,63.49,319.19,227.72,315
1884.21,36647.46,3043.96,9,4,18,1471.04,48.17,192,0,90.15,181.23,323.02,579
15137.26,36647.46,3043.96,9,4,16,1471.04,48.17,195,0,13260,88.03,406.22,520
1844.19,36647.46,3043.96,9,4,16,1471.04,48.17,198,0,90.15,211.25,283,624
1342.78,28468.13,2587.34,3,3,6,952.39,40.15,251,0,64.52,148.35,325.87,544
4637.32,67531.72,5905.64,31,8,26,4192.67,74.50,128,0,399.15,415.91,45.5,727
2062.53,17918.66,1519.22,20,2,10,1761.39,117.96,101,1,21.22,140.78,279.92,836
2057.03,17918.66,1519.22,20,2,10,1761.39,117.96,104,0,21.22,126.28,274.42,360
2429.83,58382,4808.17,32,5,18,1962.19,40.33,141,0,241.32,283.18,226.32,513
2421.71,58382,4808.17,32,5,15,1962.19,40.33,144,1,241.32,311.29,218.2,344
2572.15,58382,4808.17,32,5,15,1962.19,40.33,145,1,241.32,110.86,368.64,466
2380.29,58382,4808.17,32,5,15,1962.19,40.33,146,1,241.32,352.72,176.78,474
4845.25,17945.77,1349.48,23,9,17,4496.04,300.64,153,1,108.46,25.74,240.75,803
4842.65,17945.77,1349.48,23,9,17,4496.04,300.64,160,1,108.46,58.34,238.15,710
360.6,21833.79,1814.48,6,4,11,14.56,0.80,286,0,71.28,95.41,274.76,586
455.11,19799.73,1915.98,12,2,20,125.69,7.62,400,0,18.15,142.17,311.27,536
1974.39,112985.56,9176.46,15,2,15,1050.97,11.16,99,1,98.83,234.23,824.59,801
1980.32,80206.64,6766.89,20,5,18,1129.87,16.90,97,1,260.42,76.24,590.03,795
1945.09,80206.64,6766.89,20,5,19,1129.87,16.90,98,1,260.42,101.47,554.8,675
1809.84,80206.64,6766.89,20,5,19,1129.87,16.90,100,1,260.42,256.72,419.55,716
1813.46,80206.64,6766.89,20,5,19,1129.87,16.90,102,1,260.42,243.1,423.17,776
1981.86,80206.64,6766.89,20,5,19,1129.87,16.90,103,0,260.42,74.7,591.57,778
1563.58,80206.64,6766.89,20,5,16,1129.87,16.90,104,1,260.42,522.98,173.29,775
1435.5,31380.64,2356.05,4,3,1,1027.38,39.29,299,0,74.05,77.48,334.07,617
1476.98,31380.64,2356.05,4,3,4,1027.38,39.29,302,0,74.05,46.01,375.55,610
1431.85,31380.64,2356.05,4,3,0,1027.38,39.29,303,0,74.05,91.13,330.42,793
1610.73,29727.93,2678.33,14,1,10,1237.42,49.95,347,1,12.91,164.52,360.4,825
1641.54,29727.93,2678.33,14,1,13,1237.42,49.95,351,1,12.91,113.72,391.21,806
1563.08,29727.93,2678.33,14,1,10,1237.42,49.95,353,1,12.91,212.18,312.75,731
1964.45,18496.49,1802.37,27,4,23,1571.26,101.94,230,1,54.91,37.05,338.28,348
1913.29,18496.49,1802.37,27,4,23,1571.26,101.94,231,1,54.91,118.21,287.12,392
1856.81,18496.49,1802.37,27,4,23,1571.26,101.94,232,1,54.91,184.69,230.64,421
57764.96,18496.49,1802.37,27,4,26,1571.26,101.94,237,0,56019,240.63,174.7,372
2663.09,17594.78,1481.23,29,7,23,2413.88,164.63,226,1,74,188.91,175.21,479
2773.04,17594.78,1481.23,29,7,23,2413.88,164.63,227,1,74,68.96,285.16,328
860.33,13986.84,1411.57,15,2,14,482.88,41.43,191,0,20.53,53.71,356.92,750
839.49,13986.84,1411.57,15,2,12,482.88,41.43,197,0,20.53,74.55,336.08,733
1705.26,160052.2,13580.68,10,2,8,1118.35,8.38,261,0,207.86,1041.15,379.05,774
4061.11,79323.96,6900.33,17,8,23,3393.48,51.34,168,1,423.15,302.4,244.48,328
4228.61,79323.96,6900.33,17,8,23,3393.48,51.34,170,1,423.15,94.9,411.98,641
4250.63,79323.96,6900.33,17,8,23,3393.48,51.34,171,0,423.15,72.89,434,846
1281.79,128423.36,10636.95,12,5,10,527.06,4.92,177,1,339.11,598.97,415.62,724
1192.94,128423.36,10636.95,12,5,10,527.06,4.92,179,1,339.11,677.81,326.77,664
1453.86,128423.36,10636.95,12,5,8,527.06,4.92,183,0,339.11,416.89,587.69,676
1389.31,34281.92,2733.83,9,4,6,935.85,32.76,230,0,76.11,59.92,377.35,699
1355.81,34281.92,2733.83,9,4,6,935.85,32.76,233,0,76.11,103.42,343.85,754
1123.89,41167.6,3596.63,7,0,7,918.62,26.78,321,0,0,444.39,205.27,391
1338.65,41167.6,3596.63,7,0,8,918.62,26.78,322,0,0,199.64,420.03,423
515.86,38750.41,2987.2,7,4,0,2.43,0.08,394,0,121.73,25.29,391.7,578
22049.56,35871.34,3142.28,5,1,0,525.01,17.56,290,0,21040,44.63,484.55,707
1381.54,24206.09,1759.17,9,3,15,1009.38,50.04,370,0,55.07,83.76,317.09,607
1505.46,24206.09,1666.72,9,3,15,1009.38,50.04,375,0,147.52,22.29,348.56,547
1663.83,19543.58,1400.63,24,6,17,1362.43,83.65,208,1,94.23,128.67,207.17,311
1647.65,19543.58,1400.63,24,6,17,1362.43,83.65,211,1,94.23,144.84,190.99,737
1734.22,19543.58,1400.63,24,6,17,1362.43,83.65,212,1,94.23,58.28,277.56,478
1712.25,19543.58,1400.63,24,6,17,1362.43,83.65,213,1,94.23,40.24,255.59,805
965.81,43826.51,3584.21,12,4,2,482.57,13.21,251,0,130.44,125.18,352.8,598
978.07,43826.51,3584.21,12,4,2,482.57,13.21,254,0,130.44,112.92,365.06,597
1821.23,17728.55,1565.38,12,7,14,1493.28,101.08,90,1,63.72,118.58,264.23,649
2823.91,7622.81,776.23,9,6,9,2520.97,396.86,225,0,19.89,54.68,283.05,748
2832.26,7622.81,776.23,9,6,7,2520.97,396.86,228,1,19.89,56.33,291.4,354
2826.12,7622.81,776.23,9,6,9,2520.97,396.86,230,0,19.89,52.47,285.26,357
2863.38,80539.08,6542.59,18,6,16,2160.91,32.20,88,1,302.9,211.78,399.57,363
3238.59,80539.08,6103.54,18,6,18,2160.91,32.20,94,0,741.95,295.63,335.73,680
3260.1,80539.08,6103.54,18,6,18,2160.91,32.20,95,0,741.95,254.11,357.24,640
1345.86,36408.04,3123,9,0,8,903.14,29.77,220,0,0,119.58,442.72,716
1354.73,36408.04,3123,9,0,11,903.14,29.77,223,0,0,130.71,451.59,743
1506.23,86163.52,7133.29,6,3,6,717.37,9.99,381,0,184.82,164.46,604.04,590
1539.71,86163.52,7133.29,6,3,5,717.37,9.99,382,0,184.82,140.98,637.52,572
2978.32,58873.64,4875.14,5,7,16,2452.62,49.99,194,1,197.31,251.81,328.39,789
3176.26,81760,6988.33,24,3,21,2604.66,38.23,169,1,125.18,407.23,446.42,303
3661.8,16264.7,1095.39,26,9,15,3408.89,251.51,56,0,81.57,146.63,171.34,346
3756.61,16264.7,1095.39,26,9,15,3408.89,251.51,59,1,81.57,51.81,266.15,437
3746.84,16264.7,1095.39,26,9,15,3408.89,251.51,60,1,81.57,61.58,256.38,448
542.53,41552.77,3482.73,2,1,2,28.85,0.83,263,0,27.06,104.59,486.62,808
1839.17,14187.13,1304.64,22,3,20,1481.83,125.34,137,0,64.54,94.5,292.8,423
4787.02,14550.52,1392.54,25,9,19,4444.99,366.58,126,1,95.91,47.22,246.12,366
4721.45,14550.52,1392.54,25,9,20,4444.99,366.58,130,1,95.91,152.79,180.55,326
1519.33,77439.87,6504.32,13,2,12,879.87,13.63,183,0,71.52,300.98,567.94,669
1861.22,175191.4,14862.28,3,1,12,436.11,2.99,243,0,123.72,311.12,1301.39,483
2837.95,32430.82,2597.57,21,8,19,2532.02,93.69,166,1,128.01,223.83,177.92,714
1228.15,80213.4,6919.45,8,3,8,792.61,11.86,374,0,200.35,526.41,235.19,648
1635.61,80213.4,6919.45,8,3,5,792.61,11.86,376,0,200.35,88.95,642.65,747
1180.62,80213.4,6919.45,8,3,6,792.61,11.86,377,0,200.35,593.93,187.66,740
4700.19,20017.24,1481.1,30,8,19,4364.82,261.66,53,1,109.02,72.75,226.35,316
4707.88,20017.24,1481.1,30,8,19,4364.82,261.66,54,1,109.02,85.06,234.04,831
4709.16,20017.24,1481.1,30,8,18,4364.82,261.66,57,1,109.02,93.77,235.32,476
4670.63,20017.24,1481.1,30,8,16,4364.82,261.66,59,1,109.02,132.3,196.79,387
4736.44,20017.24,1481.1,30,8,19,4364.82,261.66,60,1,109.02,66.49,262.6,382
1000,30348.01,2572,12,3,4,645.25,25.51,233,0,67.82,162.46,286.93,521
1018.59,30348.01,2572,12,3,2,645.25,25.51,235,0,67.82,173.87,305.52,599
1069.17,30348.01,2572,12,3,4,645.25,25.51,236,0,67.82,93.28,356.1,526
2051.19,61437,5114.75,18,3,21,1405.26,27.45,134,1,126.8,125.55,519.13,719
1553.92,19854.12,1425.51,14,3,9,1213.8,73.36,116,1,48.21,82.44,291.91,700
1522.95,19854.12,1425.51,14,3,14,1213.8,73.36,117,1,48.21,123.4,260.94,722
1549.82,19854.12,1425.51,14,3,12,1213.8,73.36,119,1,48.21,96.54,287.81,654
1536.21,19854.12,1425.51,14,3,12,1213.8,73.36,122,1,48.21,110.15,274.2,802
750.15,5275675,7005.63,11,0,7,274.48,0.06,311,0,0,514.89,475.67,723
943.54,87247.62,7005.63,11,0,7,274.48,3.78,318,0,0,301.5,669.06,567
1517.58,88752.26,7109.02,3,1,6,1180.26,15.96,218,0,72.52,643.58,264.8,716
1794.4,88752.26,7109.02,3,1,6,1180.26,15.96,223,0,72.52,356.76,541.62,767
1489.95,20222.09,1864.17,6,3,1,1084.12,64.33,265,0,31.82,20.59,374.01,658
1511.78,34378.87,3014.91,6,0,19,1020.66,35.63,196,0,0,50.37,491.12,770
1430.27,34378.87,3014.91,6,0,19,1020.66,35.63,199,1,0,151.88,409.61,806
1373.18,34378.87,3014.91,6,0,21,1020.66,35.63,203,1,0,228.97,352.52,662
2405.83,40306.66,3532.89,25,9,21,2089.29,62.20,69,1,200.11,326.75,116.43,430
2336.13,40306.66,3532.89,25,9,23,2089.29,62.20,70,0,200.11,396.46,46.73,500
37048.75,19013.29,1495.44,3,1,7,193.58,12.22,219,0,36506,37.05,349.17,837
541.61,19013.29,1495.44,3,1,7,193.58,12.22,221,0,13.33,91.52,334.7,588
696.97,19013.29,1358.08,3,1,7,193.58,12.22,223,0,150.69,53.51,352.7,596
656.77,19013.29,1358.08,3,1,10,193.58,12.22,224,0,150.69,103.71,312.5,578
1997.89,156153.24,13058.77,7,1,8,1074.05,8.25,346,0,87.5,662.03,836.34,354
2382.86,156153.24,13058.77,7,1,7,1074.05,8.25,347,0,87.5,237.07,1221.31,439
1647,156153.24,13058.77,7,1,4,1074.05,8.25,348,0,87.5,1012.93,485.45,472
1598.15,88556.7,7158.72,8,1,14,732.51,9.93,284,0,60.74,100.24,804.9,583
1223.01,88556.7,7158.72,8,1,9,732.51,9.93,285,0,60.74,515.38,429.76,597
1570.35,88556.7,7158.72,8,1,12,732.51,9.93,288,0,60.74,118.04,777.1,832
2386.64,57700.16,4864.35,22,5,19,1728.05,35.94,221,1,221.76,87.84,436.83,402
56063.72,57700.16,4864.35,22,5,20,1728.05,35.94,222,1,54003,222.01,332.67,380
2119.44,57700.16,4864.35,22,5,17,1728.05,35.94,223,0,221.76,365.04,169.63,465
2684.73,9474.16,745.51,30,2,14,2370.05,300.19,112,0,15,49.87,299.68,449
2659.94,9474.16,745.51,30,2,18,2370.05,300.19,114,1,15,54.66,274.89,324
2673.56,9474.16,745.51,30,2,15,2370.05,300.19,117,1,15,61.04,288.51,331
2687.08,9474.16,745.51,30,2,15,2370.05,300.19,119,1,15,37.51,302.03,494
1608.1,109621.56,9335.13,6,1,10,740.23,8.10,332,1,86.75,315.64,781.12,755
1813.1,37990.27,3247.86,10,2,3,1394.62,44.05,352,0,41.33,166.3,377.15,646
1822.57,37990.27,3247.86,10,2,4,1394.62,44.05,355,0,41.33,156.83,386.62,830
1842.82,37990.27,3247.86,10,2,5,1394.62,44.05,356,0,41.33,156.58,406.87,701
1887.7,37990.27,3247.86,10,2,3,1394.62,44.05,357,0,41.33,71.7,451.75,683
1807.93,37990.27,3247.86,10,2,3,1394.62,44.05,358,0,41.33,171.47,371.98,782
1775.72,37990.27,3247.86,10,2,3,1394.62,44.05,359,0,41.33,203.68,339.77,733
2859.69,17517.69,1373.81,29,6,20,2520.94,172.69,147,1,45.71,88.63,293.04,348
2816.62,17517.69,1373.81,29,6,19,2520.94,172.69,148,1,45.71,131.71,249.97,406
2810,17517.69,1373.81,29,6,22,2520.94,172.69,150,1,45.71,138.32,243.35,368
1893.62,117551.96,9720,20,4,20,981.69,10.02,216,1,344.17,320.07,567.76,509
2041.58,117551.96,9720,20,4,22,981.69,10.02,217,1,344.17,152.11,715.72,364
1564.26,117551.96,9720,20,4,21,981.69,10.02,219,1,344.17,669.43,238.4,352
1642.03,134993.79,11462.48,9,3,9,629.16,5.59,190,0,280.84,383.38,732.03,372
1850.72,134993.79,11462.48,9,3,9,629.16,5.59,193,0,280.84,164.69,940.72,424
1538.01,15806.7,1300.22,6,2,7,1204.86,91.47,375,0,18.14,86.88,315.01,624
1547.93,15806.7,1300.22,6,2,10,1204.86,91.47,376,0,18.14,66.96,324.93,600
1568.39,15806.7,1300.22,6,2,13,1204.86,91.47,378,0,18.14,56.5,345.39,617
4474.84,15148.68,1082.39,28,5,21,4154.81,329.12,154,1,49.08,78.21,270.95,515
4421.99,15148.68,1082.39,28,5,19,4154.81,329.12,156,1,49.08,131.05,218.1,302
4486.31,15148.68,1082.39,28,5,19,4154.81,329.12,159,1,49.08,36.73,282.42,836
4434.85,15148.68,1082.39,28,5,16,4154.81,329.12,160,1,49.08,118.2,230.96,510
956.95,918988,2808.44,11,3,20,603.03,0.79,298,0,60.79,206.93,293.13,621
1067.71,30821.3,2808.44,11,3,17,603.03,23.48,299,0,60.79,76.17,403.89,575
956.4,30821.3,2808.44,11,3,17,603.03,23.48,302,0,60.79,197.47,292.58,617
2641.02,74780.48,6340.71,24,4,13,1978.87,31.75,158,1,227,221.93,435.15,304
2751.89,74780.48,6340.71,24,4,13,1978.87,31.75,159,1,227,101.05,546.02,824
1108.19,10300.9,695.41,17,2,12,833.93,97.15,251,0,15.1,85.28,259.16,781
512.85,27286.53,2279.88,18,0,13,302.21,13.29,194,0,0,307.34,210.64,662
715.73,27286.53,2279.88,18,0,13,302.21,13.29,195,0,0,104.47,413.52,679
1435.88,101275.8,8537.65,6,0,10,616.95,7.31,385,1,0,324.83,818.93,771
3329.33,15786.96,1376.58,27,9,16,3008.98,228.72,87,1,101.97,107.31,218.38,470
3319.29,15786.96,1376.58,27,9,16,3008.98,228.72,89,1,101.97,117.35,208.34,370
1492.62,36779.9,2854.99,10,0,0,1015.81,33.14,313,0,0,48.69,476.81,436
1453.71,36779.9,2854.99,10,0,4,1015.81,33.14,318,0,0,137.6,437.9,820
1135.64,15375.98,1348.33,3,0,13,769.87,60.08,380,0,0,59.06,365.77,541
1379.1,67321.96,5834.16,2,2,8,1254.76,22.37,338,0,70.76,749.08,53.58,575
1657.24,67321.96,5834.16,2,2,8,1254.76,22.37,341,0,70.76,470.94,331.72,672
2028.99,67321.96,5834.16,2,2,8,1254.76,22.37,342,0,70.76,49.18,703.47,755
349.06,82329.56,6765.8,15,2,11,66.36,0.97,70,1,92.07,673.89,190.63,556
921.43,82329.56,6765.8,15,2,11,66.36,0.97,71,1,92.07,61.52,763,550
740.97,44964.22,3898.02,15,3,18,210.15,5.61,396,1,75.41,108.99,455.41,640
1415.57,32853.95,2772.83,2,1,8,1044.27,38.14,365,0,15.18,195.99,356.12,538
2175.03,134947.24,11293.6,16,4,18,1085.51,9.65,225,0,321.23,279.85,768.29,806
751.7,30321.95,2251.83,6,4,11,305.09,12.07,205,0,70.47,18.58,376.14,598
663.28,30321.95,2251.83,6,4,9,305.09,12.07,209,0,70.47,126.99,287.72,542
4171.35,18153.18,1735.77,34,5,15,3830.47,253.21,102,1,66.62,122.7,274.26,699
72753.18,18153.18,1735.77,34,5,15,3830.47,253.21,103,1,68603,57.24,319.71,655
2222.44,112938.08,9562.51,9,1,8,1398.69,14.86,325,0,91.37,382.51,732.38,677
2292.1,120922.26,10367.86,4,2,2,1169.18,11.60,253,0,126.73,153.87,996.19,576
1572.7,75524.26,6118.69,10,4,7,852.62,13.55,190,0,167.29,141.79,552.79,732
1539.51,75524.26,6118.69,10,4,7,852.62,13.55,192,0,167.29,184.98,519.6,653
1526.98,75524.26,6118.69,10,4,7,852.62,13.55,193,0,167.29,187.51,507.07,820
1657.06,11719968,6118.69,10,4,8,852.62,0.09,194,0,167.29,47.43,637.15,793
1647.87,75524.26,6118.69,10,4,7,852.62,13.55,196,0,167.29,56.62,627.96,784
1749.33,87843.69,7280.31,2,3,6,1009.12,13.79,188,0,153.69,237.82,586.52,628
67998.75,87843.69,7280.31,2,3,3,1009.12,13.79,191,0,66581,455.71,408.63,582
1079.6,67639.38,5679.62,7,2,10,423.26,7.51,314,0,96.25,191.62,560.09,601
2007.52,66349.96,5333.16,16,4,11,1740.14,31.47,144,1,165.03,555.95,102.35,477
751.71,47509.94,3891.16,4,3,18,316.87,8.00,211,0,93.83,214.27,341.01,654
922.79,29043.12,2149.26,12,0,8,489.94,20.24,298,0,0,32.08,432.85,759
763.9,29043.12,2149.26,12,0,5,489.94,20.24,300,0,0,230.97,273.96,786
872.65,29043.12,2149.26,12,0,11,489.94,20.24,301,0,0,82.21,382.71,646
3439.74,15139.13,1459.59,17,7,17,3168.37,251.14,90,1,79.27,164.58,192.1,431
3492.03,15139.13,1459.59,17,7,19,3168.37,251.14,91,1,79.27,112.3,244.39,464
2529.88,19294.46,1392.87,22,8,20,2233.25,138.89,232,1,86.27,132.66,210.36,305
1699.38,54734,4607.17,8,4,14,1241.94,27.23,218,1,155.37,263.28,302.07,734
3073.24,19012.94,1805.41,31,2,17,2670.43,168.54,95,0,25.16,27.73,377.65,386
3027.09,19012.94,1805.41,31,2,14,2670.43,168.54,96,1,25.16,73.88,331.5,823
2994.66,19012.94,1805.41,31,2,17,2670.43,168.54,101,1,25.16,126.31,299.07,810
3105.82,37840.64,2913.39,5,2,16,2641.91,83.78,181,1,60.68,77.43,403.23,464
2231.46,91432.44,7840.37,9,3,10,1279.64,16.79,363,0,183.21,72.22,768.61,575
2212.3,91432.44,7840.37,9,3,13,1279.64,16.79,365,0,183.21,91.38,749.45,590
2023.56,91432.44,7840.37,9,3,10,1279.64,16.79,368,0,183.21,290.12,560.71,625
